legacy_ticker_name,official_name_before,official_name_after,ticker_code,isin_code,market,listing_date,evidence_date_before,evidence_date_after,source_endpoint,matching_rule,status,checked_at
HDC현대산업개발,HDC현대산업개발,IPARK현대산업개발,294870,KR7294870001,KOSPI,20180612,2025-12-30,2026-06-30,KRX_STOCK_BASIC_INFORMATION,EXACT_SAME_TICKER_CODE_AND_ISIN,VERIFIED_CODE_AND_ISIN,2026-07-20
