산업,yearmon,mean_ret,mean_fx,mean_flow,next_ret,network_signal,leader_count
미디어_엔터,2023-11-01,0.00842649685554777,-0.0021687854378604045,0.003297777564701643,-0.001728546589433126,0.0,0
미디어_엔터,2023-12-01,-0.001728546589433126,0.0002394016570719736,-0.00071999165581909,-0.006052096688573831,0.0,0
미디어_엔터,2024-01-01,-0.006052096688573831,0.0014390827877930226,-0.0007547307878477741,0.0018336298415709128,0.0,0
미디어_엔터,2024-02-01,0.0018336298415709128,0.0001394471571416936,-0.0017519591617614638,0.000942510852688655,0.0,0
미디어_엔터,2024-03-01,0.000942510852688655,0.00048780065190119084,-0.004970812304383324,-0.0028726474427571416,0.0,0
미디어_엔터,2024-04-01,-0.0028726474427571416,0.0011264216075361857,-0.00625035485185086,3.2106354429478623e-06,0.0,0
미디어_엔터,2024-05-01,3.2106354429478623e-06,-6.595722400444502e-05,-0.007105512734048782,-0.0033952417452387863,-0.0027292343844447895,2
미디어_엔터,2024-06-01,-0.0033952417452387863,0.0004884969275817029,-0.001161736132447132,-0.002426123559072162,0.0026207136384475355,2
미디어_엔터,2024-07-01,-0.002426123559072162,-0.00013992318308946093,-0.0008624072262408992,-0.0021783632889230482,0.004637244090866744,2
미디어_엔터,2024-08-01,-0.0021783632889230482,-0.0017055162539663616,0.0011094607771247374,-0.0007146898140238736,0.00048196454490577917,2
미디어_엔터,2024-09-01,-0.0007146898140238736,-0.0006498648682445,0.002089336463269441,-0.0022580020763630494,-0.0043907155414387245,2
미디어_엔터,2024-10-01,-0.0022580020763630494,0.002370318258041045,-0.0028346208560609733,0.0055836989140272955,-0.002458435626944927,2
미디어_엔터,2024-11-01,0.0055836989140272955,0.00040205091301466185,0.002802325169719095,-0.0010388791190700753,0.001347069503869167,3
미디어_엔터,2024-12-01,-0.0010388791190700753,0.0027781399440586535,0.002339852479437654,-0.0016002170766534344,-0.00483228370310255,2
미디어_엔터,2025-01-01,-0.0016002170766534344,-0.0013943801859997447,-0.0017848012585960171,0.009674311301497717,0.0011504497683603359,2
미디어_엔터,2025-02-01,0.009674311301497717,0.00023217335976663794,0.006256908482852239,-0.007386166102647185,0.0028503195661050986,2
미디어_엔터,2025-03-01,-0.007386166102647185,0.0009366957740472918,-0.002245306945464579,0.005200429275076799,0.000500670323989276,4
미디어_엔터,2025-04-01,0.005200429275076799,-0.000843258593721109,0.0037755656564083433,,0.0032161543431487635,5
바이오_제약,2023-05-01,0.0005030995315866947,-0.0006571010182924472,0.000809695124731741,-0.001570453376338463,0.0,0
바이오_제약,2023-06-01,-0.001570453376338463,-0.0003261761054857271,-0.0003057593547241675,-0.00029858151731235037,0.0,0
바이오_제약,2023-07-01,-0.00029858151731235037,-0.001189868539380162,-0.0008731510639455505,0.0014499288853792082,0.0,0
바이오_제약,2023-08-01,0.0014499288853792082,0.0014581586546178365,0.0002721214575199818,0.00019540872034913058,0.0,0
바이오_제약,2023-09-01,0.00019540872034913058,0.0009303290206245316,-0.000851867455962241,-0.0022449040642846863,0.0,0
바이오_제약,2023-10-01,-0.0022449040642846863,0.00032241867624553157,0.000599106075940578,0.004784648741653241,0.0,0
바이오_제약,2023-11-01,0.004784648741653241,-0.0021687854378604045,0.002238804203312852,0.007128609749175665,0.0,0
바이오_제약,2023-12-01,0.007128609749175665,0.0002394016570719736,0.0012567936948086852,-0.00384507397795829,0.0,0
바이오_제약,2024-01-01,-0.00384507397795829,0.0014390827877930226,0.0016792626141146365,0.0006503895808630938,0.0,0
바이오_제약,2024-02-01,0.0006503895808630938,0.0001394471571416936,0.0015677073013176314,0.002776642088353093,0.0,0
바이오_제약,2024-03-01,0.002776642088353093,0.00048780065190119084,0.001152013856988901,-0.002258720699477478,0.0,0
바이오_제약,2024-04-01,-0.002258720699477478,0.0011264216075361857,0.00087515801066046,-0.002968555289834235,0.0,0
바이오_제약,2024-05-01,-0.002968555289834235,-6.595722400444502e-05,-0.00018315982081200898,0.0003670064118659293,-0.0018110329204767419,5
바이오_제약,2024-06-01,0.0003670064118659293,0.0004884969275817029,0.0005038621237357822,0.006653721534491267,0.0017425605466555804,5
바이오_제약,2024-07-01,0.006653721534491267,-0.00013992318308946093,0.0010627781085700775,0.006046400609198828,-0.0011161714138369391,4
바이오_제약,2024-08-01,0.006046400609198828,-0.0017055162539663616,0.001118573648697718,-0.0012504207116957886,0.0012936333094658815,3
바이오_제약,2024-09-01,-0.0012504207116957886,-0.0006498648682445,-0.0002713134590040276,-0.0016316134510190588,0.0005025702931040213,4
바이오_제약,2024-10-01,-0.0016316134510190588,0.002370318258041045,-8.1654702773843e-05,-0.004106515057191185,0.00013833136334240255,3
바이오_제약,2024-11-01,-0.004106515057191185,0.00040205091301466185,-0.0007183329489650143,0.0006912182281253931,-0.0001455880146899064,6
바이오_제약,2024-12-01,0.0006912182281253931,0.0027781399440586535,-0.000708106198687878,2.3748068018188785e-05,-0.004241592831480587,5
바이오_제약,2025-01-01,2.3748068018188785e-05,-0.0013943801859997447,-0.0007917426270889778,-0.0009159261030197832,0.0012497084068992205,4
바이오_제약,2025-02-01,-0.0009159261030197832,0.00023217335976663794,-0.0001575438669049549,-0.003910592733944222,0.0031216594530772026,3
바이오_제약,2025-03-01,-0.003910592733944222,0.0009366957740472918,-0.001078486490278324,0.0023227089925533027,-0.0003828673240728424,2
바이오_제약,2025-04-01,0.0023227089925533027,-0.000843258593721109,-0.0018309056042814238,,0.0005038531247920308,1
반도체,2023-05-01,0.005712144412726177,-0.0006571010182924472,0.0013262817875348656,0.0024565507576681813,0.0,0
반도체,2023-06-01,0.0024565507576681813,-0.0003261761054857271,0.000564961202820544,0.005559122252502604,0.0,0
반도체,2023-07-01,0.005559122252502604,-0.001189868539380162,0.0007527518472881155,-0.001324985919671643,0.0,0
반도체,2023-08-01,-0.001324985919671643,0.0014581586546178365,0.0004589576507332683,-0.0023118828173678777,0.0,0
반도체,2023-09-01,-0.0023118828173678777,0.0009303290206245316,0.001272929256316039,-0.0008936013508300454,0.0,0
반도체,2023-10-01,-0.0008936013508300454,0.00032241867624553157,0.0005720949904650263,0.007167463553740287,0.0,0
반도체,2023-11-01,0.007167463553740287,-0.0021687854378604045,0.002620893650664869,0.00046318358755908416,0.0,0
반도체,2023-12-01,0.00046318358755908416,0.0002394016570719736,0.002345433658667803,-0.004087814678795179,0.0,0
반도체,2024-01-01,-0.004087814678795179,0.0014390827877930226,0.0008831711908523955,0.005594089281505517,0.0,0
반도체,2024-02-01,0.005594089281505517,0.0001394471571416936,0.0018030683953713749,0.008942760440330653,0.0,0
반도체,2024-03-01,0.008942760440330653,0.00048780065190119084,0.001125814230025176,-0.002355393947320515,0.0,0
반도체,2024-04-01,-0.002355393947320515,0.0011264216075361857,-0.002108433460171916,0.0013303606011015052,0.0,0
반도체,2024-05-01,0.0013303606011015052,-6.595722400444502e-05,0.00011918846624766497,0.005895818156349077,-0.002009076393095171,4
반도체,2024-06-01,0.005895818156349077,0.0004884969275817029,0.0009521082784445349,-0.002171593812309062,3.4633074216275376e-05,4
반도체,2024-07-01,-0.002171593812309062,-0.00013992318308946093,-0.0006392031331451017,-0.007249676122758686,0.0019622972570380436,3
반도체,2024-08-01,-0.007249676122758686,-0.0017055162539663616,-0.0017308543174043046,-0.003842706934574368,-0.0010048681223216035,3
반도체,2024-09-01,-0.003842706934574368,-0.0006498648682445,-0.000690700158580729,-0.0027792724050756056,-0.0002981112469323848,4
반도체,2024-10-01,-0.0027792724050756056,0.002370318258041045,0.0007183702444134739,-0.008241275840950819,-0.0029674509304521224,4
반도체,2024-11-01,-0.008241275840950819,0.00040205091301466185,0.0009296849401080469,0.001980771029902752,0.0005274168247564472,4
반도체,2024-12-01,0.001980771029902752,0.0027781399440586535,-0.000887939616392415,0.004683500448913917,-0.0028745004107282993,5
반도체,2025-01-01,0.004683500448913917,-0.0013943801859997447,0.0011608884671927,0.0020813632422021274,0.0006302030483950884,4
반도체,2025-02-01,0.0020813632422021274,0.00023217335976663794,-0.000310391853730605,-0.0031100083168285465,0.0049358107836331875,4
반도체,2025-03-01,-0.0031100083168285465,0.0009366957740472918,0.00046176132631603895,-0.0015939575894855416,-0.001630301204729965,4
반도체,2025-04-01,-0.0015939575894855416,-0.000843258593721109,-0.0032886094917492113,,0.0033774171569508444,4
에너지_정유,2023-05-01,-0.0007378326648214476,-0.0006571010182924472,-0.0015755104619074873,-0.002376444306160417,0.0,0
에너지_정유,2023-06-01,-0.002376444306160417,-0.0003261761054857271,-0.002978022634925164,0.003316345003427495,0.0,0
에너지_정유,2023-07-01,0.003316345003427495,-0.001189868539380162,-0.0005195579545678666,-0.0024808899458179066,0.0,0
에너지_정유,2023-08-01,-0.0024808899458179066,0.0014581586546178365,9.561810354430946e-06,-0.0007576446339111623,0.0,0
에너지_정유,2023-09-01,-0.0007576446339111623,0.0009303290206245316,-0.00031754238216411267,-0.005197337528324035,0.0,0
에너지_정유,2023-10-01,-0.005197337528324035,0.00032241867624553157,-0.0016182079137771611,0.0038513820615763963,0.0,0
에너지_정유,2023-11-01,0.0038513820615763963,-0.0021687854378604045,0.0007707612347014982,-0.00013240668019360726,0.0,0
에너지_정유,2023-12-01,-0.00013240668019360726,0.0002394016570719736,0.00031639411176338734,0.0003441728232942282,0.0,0
에너지_정유,2024-01-01,0.0003441728232942282,0.0014390827877930226,0.0010334919270868638,0.004925166227267579,0.0,0
에너지_정유,2024-02-01,0.004925166227267579,0.0001394471571416936,0.0011706633307608063,-0.0017499966735694459,0.0,0
에너지_정유,2024-03-01,-0.0017499966735694459,0.00048780065190119084,0.001139961429310451,-0.001940260608040508,0.0,0
에너지_정유,2024-04-01,-0.001940260608040508,0.0011264216075361857,0.0003097481837133372,-0.002056381893803461,0.0,0
에너지_정유,2024-05-01,-0.002056381893803461,-6.595722400444502e-05,0.000952915481021038,0.00803920445627532,0.0,0
에너지_정유,2024-06-01,0.00803920445627532,0.0004884969275817029,0.00016833050380864938,-0.00170420475852518,-0.0023613032014736337,1
에너지_정유,2024-07-01,-0.00170420475852518,-0.00013992318308946093,-0.001470652564203466,0.0013682136722069466,-0.0034062396710919617,1
에너지_정유,2024-08-01,0.0013682136722069466,-0.0017055162539663616,0.0006577796238113153,-0.002045709769451341,0.0004760904107127805,2
에너지_정유,2024-09-01,-0.002045709769451341,-0.0006498648682445,0.00022975769568884242,-0.001514816454208425,0.005340644329070858,1
에너지_정유,2024-10-01,-0.001514816454208425,0.002370318258041045,0.0008758430539833931,0.0014718322095017317,0.0,0
에너지_정유,2024-11-01,0.0014718322095017317,0.00040205091301466185,0.0010509117356682686,-0.005569951089623457,-0.0027720718658967303,1
에너지_정유,2024-12-01,-0.005569951089623457,0.0027781399440586535,0.000283703549545348,0.0027821361048089776,-0.003167269068288769,1
에너지_정유,2025-01-01,0.0027821361048089776,-0.0013943801859997447,0.0006903129129588656,-0.001151357849200203,-0.00057488872304923,1
에너지_정유,2025-02-01,-0.001151357849200203,0.00023217335976663794,-0.0003512996779456731,-0.000701866928705287,0.003334618333262584,1
에너지_정유,2025-03-01,-0.000701866928705287,0.0009366957740472918,-0.0017078678342977648,0.0005038531247920308,0.0,0
에너지_정유,2025-04-01,0.0005038531247920308,-0.000843258593721109,0.0008008160118102254,,0.003636903744820243,1
유통_소매,2023-05-01,-0.003446328645767821,-0.0006571010182924472,-0.0024485158744894336,-0.004920556726703017,0.0,0
유통_소매,2023-06-01,-0.004920556726703017,-0.0003261761054857271,-0.004832533015641178,-0.0003995466122341257,0.0,0
유통_소매,2023-07-01,-0.0003995466122341257,-0.001189868539380162,0.0021060692667179363,0.000786441676734992,0.0,0
유통_소매,2023-08-01,0.000786441676734992,0.0014581586546178365,-0.0010501697315216964,-0.0022048480322550443,0.0,0
유통_소매,2023-09-01,-0.0022048480322550443,0.0009303290206245316,-0.002298472397593553,-0.0007502447757915707,0.0,0
유통_소매,2023-10-01,-0.0007502447757915707,0.00032241867624553157,-0.0008274351438151748,0.000651932704638521,0.0,0
유통_소매,2023-11-01,0.000651932704638521,-0.0021687854378604045,0.00025881887611026367,-0.0004934819623909294,0.0,0
유통_소매,2023-12-01,-0.0004934819623909294,0.0002394016570719736,-0.0005263172951368117,0.0011820861762907773,0.0,0
유통_소매,2024-01-01,0.0011820861762907773,0.0014390827877930226,0.00076707769554977,-0.0016815658441240338,0.0,0
유통_소매,2024-02-01,-0.0016815658441240338,0.0001394471571416936,0.0033816113654571204,-0.004143701594917097,0.0,0
유통_소매,2024-03-01,-0.004143701594917097,0.00048780065190119084,-0.001721408477683815,-0.00012079551078473318,0.0,0
유통_소매,2024-04-01,-0.00012079551078473318,0.0011264216075361857,-0.0018198164841424342,-0.0023641059906309076,0.0,0
유통_소매,2024-05-01,-0.0023641059906309076,-6.595722400444502e-05,-0.000555112798109664,-0.0024006987048857697,0.0,0
유통_소매,2024-06-01,-0.0024006987048857697,0.0004884969275817029,-0.0019313110495129907,0.00021010761854676344,0.0,0
유통_소매,2024-07-01,0.00021010761854676344,-0.00013992318308946093,-0.0006589594268007435,0.002155356207583898,-0.00170420475852518,1
유통_소매,2024-08-01,0.002155356207583898,-0.0017055162539663616,-0.00014176046507106193,-0.0010391942218540523,0.0013682136722069466,1
유통_소매,2024-09-01,-0.0010391942218540523,-0.0006498648682445,0.0008571725794656312,0.0015514025640208098,0.0,0
유통_소매,2024-10-01,0.0015514025640208098,0.002370318258041045,1.6322157343217e-05,-0.0027720718658967303,0.0,0
유통_소매,2024-11-01,-0.0027720718658967303,0.00040205091301466185,0.0004312550754041514,-0.0031672690682887695,-0.012474548528443844,1
유통_소매,2024-12-01,-0.0031672690682887695,0.0027781399440586535,-0.0015233449969563112,-0.00057488872304923,-0.00243875295825639,1
유통_소매,2025-01-01,-0.00057488872304923,-0.0013943801859997447,0.000716758487458411,0.003334618333262584,0.002065502379270874,1
유통_소매,2025-02-01,0.003334618333262584,0.00023217335976663794,0.0013127577403210108,0.0002756554248473979,0.002138580850755109,1
유통_소매,2025-03-01,0.0002756554248473979,0.0009366957740472918,-0.0007165696473268271,0.0036369037448202427,-0.00030512393975660004,1
유통_소매,2025-04-01,0.0036369037448202427,-0.000843258593721109,-0.0006819206641726317,,0.0024960927254664856,1
자동차,2023-05-01,0.0011959345096678327,-0.0006571010182924472,0.002570823808403178,0.002091302184806544,0.0,0
자동차,2023-06-01,0.002091302184806544,-0.0003261761054857271,0.0011839400424248734,-0.002569496848117464,0.0,0
자동차,2023-07-01,-0.002569496848117464,-0.001189868539380162,0.001173789433256801,-0.0013815975037924993,0.0,0
자동차,2023-08-01,-0.0013815975037924993,0.0014581586546178365,0.0005628442939879673,0.0005328797393637474,0.0,0
자동차,2023-09-01,0.0005328797393637474,0.0009303290206245316,0.0018092033315772061,-0.005523442189323428,0.0,0
자동차,2023-10-01,-0.005523442189323428,0.00032241867624553157,0.0006622929564026833,0.003910764418028452,0.0,0
자동차,2023-11-01,0.003910764418028452,-0.0021687854378604045,-0.0007227032216891782,0.003800472977173955,0.0,0
자동차,2023-12-01,0.003800472977173955,0.0002394016570719736,-0.00010641148094528739,-0.0019997673284373857,0.0,0
자동차,2024-01-01,-0.0019997673284373857,0.0014390827877930226,0.00011686296968769728,0.006510166374940444,0.0,0
자동차,2024-02-01,0.006510166374940444,0.0001394471571416936,0.002273304760045323,-0.001812331403550555,0.0,0
자동차,2024-03-01,-0.001812331403550555,0.00048780065190119084,0.000766968875651103,0.000754427763854479,0.0,0
자동차,2024-04-01,0.000754427763854479,0.0011264216075361857,0.0005922969128248286,-0.0011481030391095029,0.0,0
자동차,2024-05-01,-0.0011481030391095029,-6.595722400444502e-05,5.588592218136299e-05,0.005599647683514521,-0.0016314369858896286,4
자동차,2024-06-01,0.005599647683514521,0.0004884969275817029,7.812504783127894e-05,-0.005969071974274364,-0.0017100126949258815,4
자동차,2024-07-01,-0.005969071974274364,-0.00013992318308946093,-0.0005958022108454834,-0.00011781343891213647,0.00048327227499908983,3
자동차,2024-08-01,-0.00011781343891213647,-0.0017055162539663616,-0.0003155729023076305,-0.0008272880675816938,-0.000310026058165835,4
자동차,2024-09-01,-0.0008272880675816938,-0.0006498648682445,-0.0006268078725981211,-0.003076011480329494,-0.0003475307098182588,3
자동차,2024-10-01,-0.003076011480329494,0.002370318258041045,-0.0009646095471246071,-0.0013049101846822906,-0.0009153318123134964,4
자동차,2024-11-01,-0.0013049101846822906,0.00040205091301466185,0.00041015030158221045,-0.0006302668701206781,0.0035496979448959238,3
자동차,2024-12-01,-0.0006302668701206781,0.0027781399440586535,3.3213252517926994e-05,0.0026304672460507033,-0.001705475750595453,4
자동차,2025-01-01,0.0026304672460507033,-0.0013943801859997447,-0.00010408738302059337,-0.001725334191747961,-3.399295968810122e-05,3
자동차,2025-02-01,-0.001725334191747961,0.00023217335976663794,-0.00011637859868281388,0.00179449219214094,0.00780969572260503,2
자동차,2025-03-01,0.00179449219214094,0.0009366957740472918,0.00013066029461043796,6.299976711966568e-05,-0.0044627736934747956,3
자동차,2025-04-01,6.299976711966568e-05,-0.000843258593721109,-0.0009814145657033118,,0.00456726604381588,2
통신,2023-05-01,0.0012556781833458926,-0.0006571010182924472,6.888115102049368e-05,-0.0015941604794848649,0.0,0
통신,2023-06-01,-0.0015941604794848649,-0.0003261761054857271,-0.0003126362895709438,-0.002067775145230498,0.0,0
통신,2023-07-01,-0.002067775145230498,-0.001189868539380162,-2.9944043945596182e-05,0.002711171209330938,0.0,0
통신,2023-08-01,0.002711171209330938,0.0014581586546178365,0.0002505389507271509,0.0001344762363378872,0.0,0
통신,2023-09-01,0.0001344762363378872,0.0009303290206245316,0.0008070391909163915,-0.0018213989381773577,0.0,0
통신,2023-10-01,-0.0018213989381773577,0.00032241867624553157,0.0002894212855321779,0.002982538589984516,0.0,0
통신,2023-11-01,0.002982538589984516,-0.0021687854378604045,0.00016667946631266728,-0.00017015542482995882,0.0,0
통신,2023-12-01,-0.00017015542482995882,0.0002394016570719736,-0.00013011374446374104,-7.216640030126558e-05,0.0,0
통신,2024-01-01,-7.216640030126558e-05,0.0014390827877930226,0.00044744290851836817,0.005291149377534606,0.0,0
통신,2024-02-01,0.005291149377534606,0.0001394471571416936,0.002067210113742624,-5.27707346266398e-06,0.0,0
통신,2024-03-01,-5.27707346266398e-06,0.00048780065190119084,2.8191919791555005e-05,-0.0017051076325648514,0.0,0
통신,2024-04-01,-0.0017051076325648514,0.0011264216075361857,0.0004626632036680371,0.000335661724278368,0.0,0
통신,2024-05-01,0.000335661724278368,-6.595722400444502e-05,-3.3626742645682004e-05,0.0027863608083166518,-0.0024428720990923272,3
통신,2024-06-01,0.0027863608083166518,0.0004884969275817029,7.212406221272316e-05,-0.0004683231553545459,-0.0024006987048857697,1
통신,2024-07-01,-0.0004683231553545459,-0.00013992318308946093,0.00024827394016704786,-0.0014373116980024704,0.00021010761854676344,1
통신,2024-08-01,-0.0014373116980024704,-0.0017055162539663616,0.0002202237429219419,0.001485464993501702,0.002155356207583898,1
통신,2024-09-01,0.001485464993501702,-0.0006498648682445,4.636979826466446e-05,0.0016226430771177811,-0.0010391942218540523,1
통신,2024-10-01,0.0016226430771177811,0.002370318258041045,-4.0408808400031e-05,0.0018278308945815706,0.0015514025640208098,1
통신,2024-11-01,0.0018278308945815706,0.00040205091301466185,0.0001834465516570819,-0.0028087063433528347,-0.0027720718658967303,1
통신,2024-12-01,-0.0028087063433528347,0.0027781399440586535,-0.000185356974904009,0.0031699486745314543,-0.0031672690682887695,1
통신,2025-01-01,0.0031699486745314543,-0.0013943801859997447,-7.014589422471224e-05,-0.00014186890127927202,-0.00057488872304923,1
통신,2025-02-01,-0.00014186890127927202,0.00023217335976663794,-4.6706857013110004e-05,-0.000552461764449929,0.003334618333262584,1
통신,2025-03-01,-0.000552461764449929,0.0009366957740472918,6.2067041713119e-05,0.0016255459285891886,0.0002756554248473979,1
통신,2025-04-01,0.0016255459285891886,-0.000843258593721109,0.0001197056507462991,,0.0036369037448202427,1
화학,2023-05-01,-0.002364901167612108,-0.0006571010182924472,0.00040713636723217067,-0.0018337737366105125,0.0,0
화학,2023-06-01,-0.0018337737366105125,-0.0003261761054857271,-0.0015324510025111894,-0.003488989465761855,0.0,0
화학,2023-07-01,-0.003488989465761855,-0.001189868539380162,-0.0014595624416333048,-0.0019279037727503452,0.0,0
화학,2023-08-01,-0.0019279037727503452,0.0014581586546178365,0.00038965027656756275,-0.0030001521021435274,0.0,0
화학,2023-09-01,-0.0030001521021435274,0.0009303290206245316,-0.0005010261037129021,-0.002756502573142751,0.0,0
화학,2023-10-01,-0.002756502573142751,0.00032241867624553157,-0.001259106099998063,0.004331275817532416,0.0,0
화학,2023-11-01,0.004331275817532416,-0.0021687854378604045,0.0009898114568657355,0.002530588105000292,0.0,0
화학,2023-12-01,0.002530588105000292,0.0002394016570719736,0.00016470894715112525,-0.005198838271824147,0.0,0
화학,2024-01-01,-0.005198838271824147,0.0014390827877930226,0.0005379452068406963,0.00014167076421893677,0.0,0
화학,2024-02-01,0.00014167076421893677,0.0001394471571416936,0.00023587395973306838,-0.002070823267643006,0.0,0
화학,2024-03-01,-0.002070823267643006,0.00048780065190119084,0.0004217720226841961,-0.00290275086655796,0.0,0
화학,2024-04-01,-0.00290275086655796,0.0011264216075361857,-0.00033537423865642946,0.0005508441324015603,0.0,0
